#MPBH fPBH
1.201785891427795337e+21 0.000000000000000000e+00
1.084180844728711119e+21 0.000000000000000000e+00
9.780844595206157763e+20 0.000000000000000000e+00
8.823705146673350574e+20 0.000000000000000000e+00
7.960229994206212915e+20 0.000000000000000000e+00
7.181253283893984625e+20 0.000000000000000000e+00
6.478506119166529372e+20 0.000000000000000000e+00
5.844528785833308324e+20 0.000000000000000000e+00
5.272591566654056038e+20 0.000000000000000000e+00
4.756623304882506957e+20 0.000000000000000000e+00
4.291146958479359345e+20 0.000000000000000000e+00
3.871221460897562624e+20 0.000000000000000000e+00
3.492389271288081940e+20 0.000000000000000000e+00
3.150629057367404052e+20 0.000000000000000000e+00
2.842313008671764316e+20 0.000000000000000000e+00
2.564168327075340288e+20 0.000000000000000000e+00
2.313242485791129600e+20 0.000000000000000000e+00
2.086871888076285542e+20 0.000000000000000000e+00
1.882653592951655629e+20 0.000000000000000000e+00
1.698419807801927598e+20 0.000000000000000000e+00
1.532214877093436129e+20 0.000000000000000000e+00
1.382274522943062671e+20 0.000000000000000000e+00
1.247007117175349412e+20 0.000000000000000000e+00
1.124976786069310177e+20 0.000000000000000000e+00
1.014888168450506916e+20 0.000000000000000000e+00
9.155726653344155238e+19 0.000000000000000000e+00
8.259760351600225485e+19 0.000000000000000000e+00
7.451472029360778445e+19 0.000000000000000000e+00
6.722281645082959053e+19 0.000000000000000000e+00
6.064448787804912026e+19 0.000000000000000000e+00
5.470990512099345203e+19 0.000000000000000000e+00
4.935607213580777062e+19 0.000000000000000000e+00
4.452615758129504256e+19 0.000000000000000000e+00
4.016889154994088346e+19 0.000000000000000000e+00
3.623802133397517107e+19 0.000000000000000000e+00
3.269182044938887168e+19 0.000000000000000000e+00
2.949264570615672013e+19 0.000000000000000000e+00
2.660653762293449933e+19 0.000000000000000000e+00
2.400285994460143206e+19 0.000000000000000000e+00
2.165397443609978061e+19 0.000000000000000000e+00
1.953494750048415334e+19 0.000000000000000000e+00
1.762328550690796134e+19 0.000000000000000000e+00
1.589869601903433523e+19 0.000000000000000000e+00
1.434287238929300275e+19 0.000000000000000000e+00
1.293929943243474739e+19 0.000000000000000000e+00
1.167307811559350682e+19 0.000000000000000000e+00
1.053076740392799232e+19 0.000000000000000000e+00
9.500241583022577664e+18 0.000000000000000000e+00
8.570561543513578496e+18 0.000000000000000000e+00
7.731858661617707008e+18 0.000000000000000000e+00
6.975230042945879040e+18 0.000000000000000000e+00
6.292644017607444480e+18 0.000000000000000000e+00
5.676854883427960832e+18 0.000000000000000000e+00
5.121325992273896448e+18 0.000000000000000000e+00
4.620160363039343616e+18 0.000000000000000000e+00
4.168038084746525184e+18 0.000000000000000000e+00
3.760159845289229312e+18 0.000000000000000000e+00
3.392195986372651520e+18 0.000000000000000000e+00
3.060240543863805440e+18 0.000000000000000000e+00
2.760769785687444480e+18 0.000000000000000000e+00
2.490604807144172032e+18 0.000000000000000000e+00
2.246877786597135104e+18 0.000000000000000000e+00
2.027001543328916480e+18 0.000000000000000000e+00
1.828642074422935552e+18 0.000000000000000000e+00
1.649693779146376704e+18 0.000000000000000000e+00
1.488257107839476992e+18 0.000000000000000000e+00
1.342618398052524544e+18 0.000000000000000000e+00
1.211231683889630464e+18 0.000000000000000000e+00
1.092702285464079616e+18 0.000000000000000000e+00
9.857720042660497920e+17 0.000000000000000000e+00
8.893057672904874240e+17 0.000000000000000000e+00
8.022795781514976000e+17 0.000000000000000000e+00
7.237696472834187520e+17 0.000000000000000000e+00
6.529425858448614400e+17 0.000000000000000000e+00
5.890465592332683520e+17 0.000000000000000000e+00
5.314033063038629120e+17 0.000000000000000000e+00
4.794009395764045440e+17 0.000000000000000000e+00
4.324874500034106880e+17 0.000000000000000000e+00
3.901648473524576640e+17 0.000000000000000000e+00
3.519838740022776320e+17 0.000000000000000000e+00
3.175392360392013440e+17 0.000000000000000000e+00
2.864653010316807040e+17 0.000000000000000000e+00
2.584322168144308160e+17 0.000000000000000000e+00
2.331424100828004800e+17 0.000000000000000000e+00
2.103274276296863040e+17 0.000000000000000000e+00
1.897450866944797120e+17 0.000000000000000000e+00
1.711769041747843520e+17 0.000000000000000000e+00
1.544257774117937600e+17 0.000000000000000000e+00
1.393138919306952800e+17 0.000000000000000000e+00
1.256808339265982400e+17 0.000000000000000000e+00
1.133818874598882560e+17 0.000000000000000000e+00
1.022864982856081440e+17 0.000000000000000000e+00
9.227688801029254400e+16 0.000000000000000000e+00
8.324680386543417600e+16 0.000000000000000000e+00
7.510039082632561600e+16 0.000000000000000000e+00
6.775117410373911200e+16 0.000000000000000000e+00
6.112114120751188800e+16 0.000000000000000000e+00
5.513991383807512000e+16 0.000000000000000000e+00
4.974400081549331200e+16 0.000000000000000000e+00
4.487612411579670400e+16 0.000000000000000000e+00
4.048461086043462400e+16 0.000000000000000000e+00
3.652284480476969600e+16 0.000000000000000000e+00
3.294877150312243600e+16 0.000000000000000000e+00
2.972445189765717600e+16 0.000000000000000000e+00
2.681565959241920800e+16 0.000000000000000000e+00
2.419151753755905200e+16 0.000000000000000000e+00
2.182417026711784000e+16 0.000000000000000000e+00
1.968848821115370000e+16 0.000000000000000000e+00
1.776180094346062800e+16 0.000000000000000000e+00
1.602365653328299200e+16 0.000000000000000000e+00
1.445560444652736000e+16 0.000000000000000000e+00
1.304099969195031000e+16 0.000000000000000000e+00
1.176482613332043000e+16 0.000000000000000000e+00
1.061353709199880800e+16 0.000000000000000000e+00
9.574911547922850000e+15 0.000000000000000000e+00
8.637924412556129000e+15 0.000000000000000000e+00
7.792629496741351000e+15 0.000000000000000000e+00
7.030053931151924000e+15 0.000000000000000000e+00
6.342102918606791000e+15 0.000000000000000000e+00
5.721473807187423000e+15 0.000000000000000000e+00
5.161578572036636000e+15 0.000000000000000000e+00
4.656473882977434000e+15 0.000000000000000000e+00
4.200798015614722500e+15 0.000000000000000000e+00
3.789713936226126000e+15 0.000000000000000000e+00
3.418857956284019000e+15 0.000000000000000000e+00
3.084293411572458000e+15 0.000000000000000000e+00
2.782468874199398500e+15 0.000000000000000000e+00
2.510180453921642000e+15 0.000000000000000000e+00
2.264537788608054500e+15 0.000000000000000000e+00
2.042933362827444000e+15 0.000000000000000000e+00
1.843014828875446500e+15 0.000000000000000000e+00
1.662660036426104750e+15 0.000000000000000000e+00
1.499954505746024500e+15 0.000000000000000000e+00
1.353171105347480750e+15 0.000000000000000000e+00
1.220751718357359250e+15 0.000000000000000000e+00
1.101290702988940750e+15 0.000000000000000000e+00
9.935199715482430000e+14 0.000000000000000000e+00
8.962955295874647500e+14 0.000000000000000000e+00
8.085853323175630000e+14 0.000000000000000000e+00
7.294583293749468750e+14 0.000000000000000000e+00
6.580745816515842500e+14 0.000000000000000000e+00
5.936763452779910000e+14 0.000000000000000000e+00
5.355800281148645000e+14 0.000000000000000000e+00
4.831689333709293750e+14 0.000000000000000000e+00
4.358867133199636875e+14 0.000000000000000000e+00
3.932314636276887500e+14 0.000000000000000000e+00
3.547503955993884375e+14 0.000000000000000000e+00
3.200350297937388125e+14 0.000000000000000000e+00
2.887168599827083125e+14 0.000000000000000000e+00
2.604634414301413125e+14 0.000000000000000000e+00
2.349748619657875625e+14 0.000000000000000000e+00
2.119805583949857188e+14 0.000000000000000000e+00
1.912364444499281875e+14 0.000000000000000000e+00
1.725223197955098125e+14 0.000000000000000000e+00
1.556395325861507188e+14 0.000000000000000000e+00
1.404088707614624844e+14 0.000000000000000000e+00
1.266686596967034531e+14 0.000000000000000000e+00
1.142730460144333750e+14 0.000000000000000000e+00
1.030904493399060469e+14 0.000000000000000000e+00
9.300216556545996875e+13 0.000000000000000000e+00
8.390110679745623438e+13 0.000000000000000000e+00
7.569066461020700000e+13 0.000000000000000000e+00
6.828368454024407812e+13 0.000000000000000000e+00
6.160154093511289062e+13 0.000000000000000000e+00
5.557330233613714844e+13 0.000000000000000000e+00
5.013497853563135938e+13 0.000000000000000000e+00
4.522884131601765625e+13 0.000000000000000000e+00
4.080281166043868750e+13 0.000000000000000000e+00
3.680990693006381250e+13 0.000000000000000000e+00
3.320774213983146484e+13 0.000000000000000000e+00
2.995808003863451172e+13 0.000000000000000000e+00
2.702642521801357812e+13 0.000000000000000000e+00
2.438165794079277344e+13 0.000000000000000000e+00
2.199570380272133203e+13 0.000000000000000000e+00
1.984323572055318359e+13 0.000000000000000000e+00
1.790140508314729688e+13 0.000000000000000000e+00
1.614959921173575586e+13 0.000000000000000000e+00
1.456922255478293945e+13 0.000000000000000000e+00
1.314349929480277734e+13 0.000000000000000000e+00
1.185729527178980078e+13 0.000000000000000000e+00
1.069695733296860352e+13 0.000000000000000000e+00
9.650168403546833984e+12 0.000000000000000000e+00
8.705816740036446289e+12 0.000000000000000000e+00
7.853877978258087891e+12 0.000000000000000000e+00
7.085308723958893555e+12 0.000000000000000000e+00
6.391950556499761719e+12 0.000000000000000000e+00
5.766443426604686523e+12 0.000000000000000000e+00
5.202147528882173828e+12 0.000000000000000000e+00
4.693072819789975586e+12 0.000000000000000000e+00
4.233815432870680664e+12 0.000000000000000000e+00
3.819500316301520996e+12 0.000000000000000000e+00
3.445729483851373535e+12 0.000000000000000000e+00
3.108535329924913574e+12 0.000000000000000000e+00
2.804338513129821289e+12 0.000000000000000000e+00
2.529909961297810059e+12 0.000000000000000000e+00
2.282336594639772949e+12 0.000000000000000000e+00
2.058990403184033447e+12 0.000000000000000000e+00
1.857500550252120850e+12 0.000000000000000000e+00
1.675728205848541504e+12 0.000000000000000000e+00
1.511743842818904785e+12 0.000000000000000000e+00
1.363806754773584961e+12 0.000000000000000000e+00
1.230346578358033447e+12 0.000000000000000000e+00
1.109946623727222412e+12 0.000000000000000000e+00
1.001328836276042725e+12 0.000000000000000000e+00
9.033402299932041016e+11 0.000000000000000000e+00
8.149406484277258301e+11 0.000000000000000000e+00
7.351917233496824951e+11 0.000000000000000000e+00
6.632469139006379395e+11 0.000000000000000000e+00
5.983425204985502930e+11 0.000000000000000000e+00
5.397895781090548706e+11 0.000000000000000000e+00
4.869665428296373291e+11 0.000000000000000000e+00
4.393126941542036133e+11 0.000000000000000000e+00
3.963221828825794678e+11 0.000000000000000000e+00
3.575386614930796509e+11 0.000000000000000000e+00
3.225504399791232300e+11 0.000000000000000000e+00
2.909861157287464600e+11 0.000000000000000000e+00
2.625106310578394470e+11 0.000000000000000000e+00
2.368217165475467834e+11 0.000000000000000000e+00
2.136466824315759277e+11 0.000000000000000000e+00
1.927395239737421875e+11 0.000000000000000000e+00
1.738783101091316833e+11 0.000000000000000000e+00
1.568628276290964966e+11 0.000000000000000000e+00
1.415124559029372253e+11 0.000000000000000000e+00
1.276642495762723083e+11 0.000000000000000000e+00
1.151712088938058624e+11 0.000000000000000000e+00
1.039007192858324432e+11 0.000000000000000000e+00
9.373314365456790161e+10 0.000000000000000000e+00
8.456055241732905579e+10 0.000000000000000000e+00
7.628557782586886597e+10 0.000000000000000000e+00
6.882038040037805176e+10 0.000000000000000000e+00
6.208571650677926636e+10 0.000000000000000000e+00
5.601009717956996918e+10 0.000000000000000000e+00
5.052902926105933380e+10 0.000000000000000000e+00
4.558433080163054657e+10 0.000000000000000000e+00
4.112351345395528412e+10 0.000000000000000000e+00
3.709922530522609711e+10 0.000000000000000000e+00
3.346874823302697754e+10 0.000000000000000000e+00
3.019354444924090195e+10 0.000000000000000000e+00
2.723884741851999664e+10 0.000000000000000000e+00
2.457329280888948059e+10 0.000000000000000000e+00
2.216858555699596786e+10 0.000000000000000000e+00
1.999919951387491226e+10 0.000000000000000000e+00
1.804210648295303726e+10 0.000000000000000000e+00
1.627653177400329208e+10 0.000000000000000000e+00
1.468373367824048996e+10 0.000000000000000000e+00
1.324680452366802406e+10 0.000000000000000000e+00
1.195049119886376381e+10 0.000000000000000000e+00
1.078103324005079842e+10 0.000000000000000000e+00
9.726016762736145020e+09 0.000000000000000000e+00
8.774242687390058517e+09 0.000000000000000000e+00
7.915607860371367455e+09 0.000000000000000000e+00
7.140997808189220428e+09 0.000000000000000000e+00
6.442189986679188728e+09 0.000000000000000000e+00
5.811766498076186180e+09 0.000000000000000000e+00
5.243035349470012665e+09 0.000000000000000000e+00
4.729959416795492172e+09 0.000000000000000000e+00
4.267092360304982185e+09 0.000000000000000000e+00
3.849520811260778427e+09 0.000000000000000000e+00
3.472812216155226231e+09 0.000000000000000000e+00
3.132967784820740700e+09 0.000000000000000000e+00
2.826380042970297337e+09 0.000000000000000000e+00
2.549794538585672379e+09 0.000000000000000000e+00
2.300275295663635254e+09 0.000000000000000000e+00
2.075173648609122992e+09 0.000000000000000000e+00
1.872100126449999094e+09 0.000000000000000000e+00
1.688899088422377586e+09 0.000000000000000000e+00
1.523625841681247711e+09 0.000000000000000000e+00
1.374525998239109039e+09 0.000000000000000000e+00
1.240016852005106688e+09 0.000000000000000000e+00
1.118670578240439177e+09 0.000000000000000000e+00
1.009199077090965867e+09 0.000000000000000000e+00
9.104403003100631237e+08 0.000000000000000000e+00
8.213459160287756920e+08 0.000000000000000000e+00
7.409701806339240074e+08 0.000000000000000000e+00
6.684598996282519102e+08 0.000000000000000000e+00
6.030453709064590931e+08 0.000000000000000000e+00
