# k  Ps  Pt
1.459814991614681069e-02 2.187143990810255409e-09 9.318602493607012786e-12
1.536952709854868225e-02 2.182865499282751012e-09 9.318337215076493995e-12
1.618166442939048336e-02 2.178591181604954456e-09 9.318071241971027538e-12
1.703671570546413591e-02 2.174320846734824738e-09 9.317803758089119050e-12
1.793694853179831836e-02 2.170054831766301692e-09 9.317536229843520676e-12
1.888475033537085485e-02 2.165793145478589407e-09 9.317268690789641145e-12
1.988263469659039273e-02 2.161535736473476769e-09 9.317000916776756517e-12
2.093324801533825996e-02 2.157282268432822163e-09 9.316731439530690081e-12
2.203937652924883167e-02 2.153033274444230341e-09 9.316462567063491959e-12
2.320395370284135741e-02 2.148788333811939622e-09 9.316192509024250423e-12
2.443006800709873749e-02 2.144547684734455925e-09 9.315922256901075598e-12
2.572097111012539711e-02 2.140311188547640573e-09 9.315651217079462194e-12
2.708008650060535899e-02 2.136079004417962575e-09 9.315380102355271074e-12
2.851101856693048428e-02 2.131850846837373049e-09 9.315107627193565572e-12
3.001756215607672557e-02 2.127627031703066268e-09 9.314835205330530365e-12
3.160371263757823929e-02 2.123407391560982012e-09 9.314562068226204061e-12
3.327367649928988230e-02 2.119191950108132979e-09 9.314288353663394055e-12
3.503188250303729268e-02 2.114980743603724482e-09 9.314014199862930572e-12
3.688299342974019068e-02 2.110773768565701268e-09 9.313739605290311182e-12
3.883191844515680030e-02 2.106570970052645987e-09 9.313464289844648122e-12
4.088382611904309988e-02 2.102372402109817199e-09 9.313188530986996937e-12
4.304415813225483112e-02 2.098177940263118513e-09 9.312911760237593124e-12
4.531864370814239068e-02 2.093987857965576274e-09 9.312635198349201796e-12
4.771331480651183621e-02 2.089801934858863959e-09 9.312357843326888919e-12
5.023452212044631632e-02 2.085620185862343210e-09 9.312079781324121234e-12
5.288895191841090637e-02 2.081442761502403692e-09 9.311801686861787879e-12
5.568364377630773132e-02 2.077269411628013311e-09 9.311522416653174567e-12
5.862600924650529510e-02 2.073100167900553917e-09 9.311242098284575454e-12
6.172385151335418874e-02 2.068935404705758410e-09 9.310962474558058114e-12
6.498538608731416200e-02 2.064774625369262856e-09 9.310681231566306283e-12
6.841926259257487264e-02 2.060618230909159214e-09 9.310400231965686847e-12
7.203458770595100313e-02 2.056465849968893411e-09 9.310117774069760119e-12
7.584094930788498612e-02 2.052317935726208542e-09 9.309835918113334782e-12
7.984844190960792287e-02 2.048173971204885006e-09 9.309552307838660515e-12
8.406769342388965838e-02 2.044034401818739155e-09 9.309268965637858542e-12
8.850989335037602601e-02 2.039898954126546444e-09 9.308984649419472732e-12
9.318682245026060906e-02 2.035767940095542894e-09 9.308700802125926235e-12
9.811088398898734630e-02 2.031640866944330478e-09 9.308415119237940679e-12
1.032951366298424933e-01 2.027518109178980334e-09 9.308129370199985495e-12
1.087533290656669815e-01 2.023399525328305623e-09 9.307842845310971681e-12
1.144999364805360381e-01 2.019285181536767572e-09 9.307555910473802145e-12
1.205501989380998312e-01 2.015174914820527714e-09 9.307267747670739464e-12
1.269201617983936603e-01 2.011069005348705616e-09 9.306979696516565756e-12
1.336267182703029521e-01 2.006967371305383876e-09 9.306691378077624207e-12
1.406876542125310436e-01 2.002869874469967162e-09 9.306402118020921694e-12
1.481216953018855975e-01 1.998776563506403705e-09 9.306112175041301131e-12
1.559485566939706747e-01 1.994687463325829085e-09 9.305821624745752380e-12
1.641889953079882503e-01 1.990602554895676436e-09 9.305530419496074778e-12
1.728648648743081051e-01 1.986521723142589109e-09 9.305237962894586231e-12
1.819991738907906775e-01 1.982445396826407942e-09 9.304946323985720814e-12
1.916161466415682024e-01 1.978373140468810807e-09 9.304653435061427434e-12
2.017412874401012524e-01 1.974305051982278836e-09 9.304359742729411193e-12
2.124014482668881987e-01 1.970241191793709869e-09 9.304065525925020366e-12
2.236248999812023019e-01 1.966181500623218129e-09 9.303770525393245973e-12
2.354414072957080606e-01 1.962126217527668240e-09 9.303475872648543923e-12
2.478823077127956798e-01 1.958075011213021725e-09 9.303179955387382011e-12
2.609805946319671555e-01 1.954027935641168917e-09 9.302883083065900148e-12
2.747710048486827206e-01 1.949985242450016017e-09 9.302586416254515645e-12
2.892901106767078456e-01 1.945946654221587862e-09 9.302288620598405507e-12
3.045764169382773057e-01 1.941912278990865492e-09 9.301990244531534590e-12
3.206704630792916455e-01 1.937882143562895564e-09 9.301691400463678476e-12
3.376149306803544192e-01 1.933856078062966852e-09 9.301391261115560707e-12
3.554547566487782917e-01 1.929834381859631279e-09 9.301091282530326182e-12
3.742372523917357752e-01 1.925816880927276945e-09 9.300790620873436194e-12
3.940122292866128917e-01 1.921803609856447638e-09 9.300489411070894182e-12
4.148321307813097603e-01 1.917794354054419975e-09 9.300186670968025917e-12
4.367521714748165973e-01 1.913789640706231002e-09 9.299884922850949394e-12
4.598304835469170793e-01 1.909788900165950980e-09 9.299581389779438992e-12
4.841282709253432737e-01 1.905792389666962185e-09 9.299277313800512501e-12
5.097099715992361446e-01 1.901800110976375935e-09 9.298972737079464157e-12
5.366434285093797385e-01 1.897811916370285932e-09 9.298666896563454545e-12
5.650000694683955382e-01 1.893828121050704836e-09 9.298361373578184327e-12
5.948550965880533559e-01 1.889848623646788786e-09 9.298055666712949994e-12
6.262876857160735167e-01 1.885873114956279930e-09 9.297748213343064881e-12
6.593811964113089896e-01 1.881901859711754335e-09 9.297440365203043500e-12
6.942233930141785692e-01 1.877934881605111896e-09 9.297132212795511539e-12
7.309066773986213628e-01 1.873972079329091645e-09 9.296823251960814901e-12
7.695283340228519231e-01 1.870013448410764877e-09 9.296513467189880940e-12
8.101907879287684189e-01 1.866059017764480954e-09 9.296202981370062171e-12
8.530018763742421850e-01 1.862108821638324272e-09 9.295891998348449723e-12
8.980751348186758465e-01 1.858162750015558409e-09 9.295579951093030959e-12
9.455300980202383521e-01 1.854220984671428741e-09 9.295267748070985476e-12
9.954926170433017196e-01 1.850283336805144270e-09 9.294954444746936039e-12
1.048095193016806759e+00 1.846350175563701866e-09 9.294641916785900593e-12
1.103477328528650325e+00 1.842420874167352140e-09 9.294326947477360348e-12
1.161785897588028860e+00 1.838495961368813105e-09 9.294012276414050311e-12
1.223175535136855396e+00 1.834575125171052869e-09 9.293696280963406500e-12
1.287809047143273711e+00 1.830658552770352070e-09 9.293379929282481735e-12
1.355857842364802890e+00 1.826746325282104148e-09 9.293063632416009889e-12
1.427502386926166267e+00 1.822838139066649175e-09 9.292745848583985929e-12
1.502932682917379026e+00 1.818934260174132890e-09 9.292427936582831829e-12
1.582348772281290561e+00 1.815034471514890039e-09 9.292108780050494386e-12
1.665961267326938611e+00 1.811138799595033303e-09 9.291788498913612442e-12
1.753991909275607108e+00 1.807247551528507539e-09 9.291468716731628472e-12
1.846674156320910809e+00 1.803360413633870431e-09 9.291147819435611357e-12
1.944253802762384575e+00 1.799477464354161214e-09 9.290826180258717257e-12
2.046989630854553877e+00 1.795598738166177241e-09 9.290504004547909621e-12
2.155154097100233646e+00 1.791724010962058789e-09 9.290180122639322633e-12
2.269034054808045209e+00 1.787853690382354396e-09 9.289856688142859353e-12
2.388931514830411995e+00 1.783987531807707397e-09 9.289532405178595802e-12
2.515164446499558171e+00 1.780125526853388898e-09 9.289207258614133474e-12
2.648067620885528495e+00 1.776267726655603658e-09 9.288881527419161564e-12
2.787993498612611809e+00 1.772414095373684659e-09 9.288555021076869471e-12
2.935313164588626123e+00 1.768564583948133553e-09 9.288227499890626837e-12
3.090417312126052085e+00 1.764719287826233067e-09 9.287899474946402226e-12
3.253717279064813450e+00 1.760878072159100950e-09 9.287570223613790600e-12
3.425646138644560690e+00 1.757041274805943591e-09 9.287241637463124681e-12
3.606659848019520442e+00 1.753208418835709974e-09 9.286911117964881296e-12
3.797238457461667771e+00 1.749379896979648408e-09 9.286580846819753768e-12
3.997887383459139077e+00 1.745555363050527667e-09 9.286248946717387596e-12
4.209138749086071662e+00 1.741735154979169784e-09 9.285917276332832446e-12
4.431552795198673067e+00 1.737918997101916293e-09 9.285584404875376496e-12
4.665719366199878593e+00 1.734106925548665151e-09 9.285250520034454313e-12
4.912259474312912211e+00 1.730298979916128970e-09 9.284915899145761573e-12
5.171826946512331880e+00 1.726495096540113677e-09 9.284580250174115207e-12
5.445110158480052753e+00 1.722695443046377787e-09 9.284244523419491520e-12
5.732833860184905816e+00 1.718899954131613008e-09 9.283908434441315989e-12
6.035761097927283991e+00 1.715108466131959002e-09 9.283571115030450940e-12
6.354695237945958475e+00 1.711321038437105430e-09 9.283232979615464574e-12
6.690482096953870084e+00 1.707537700441464194e-09 9.282894270236440007e-12
7.044012185252940483e+00 1.703758390029348969e-09 9.282554716625437448e-12
7.416223068376893046e+00 1.699983110615264752e-09 9.282214434435013127e-12
7.808101853524933134e+00 1.696211826823008091e-09 9.281873311747403981e-12
8.220687807380423706e+00 1.692444545677733148e-09 9.281531557130934653e-12
8.655075112257227588e+00 1.688681212849507568e-09 9.281188939311133913e-12
9.112415767882701800e+00 1.684921735453619834e-09 9.280845117087854260e-12
9.593922646513206587e+00 1.681166328142916126e-09 9.280501425689389106e-12
1.010087270948407934e+01 1.677414657628195641e-09 9.280156188736768434e-12
1.063461039372471184e+01 1.673666907009249250e-09 9.279810614809482784e-12
1.119655117721946347e+01 1.669922991496364807e-09 9.279464439107593876e-12
1.178818533287016734e+01 1.666182852025144323e-09 9.279117590674642418e-12
1.241108188071577167e+01 1.662446317939059991e-09 9.278769344881451285e-12
1.306689274898999109e+01 1.658713589686913193e-09 9.278421142027700119e-12
1.375735715505249956e+01 1.654984293213971692e-09 9.278071190796296308e-12
1.448430621781165861e+01 1.651258726740552773e-09 9.277721512690216238e-12
1.524966781387139747e+01 1.647536569912585726e-09 9.277370774150463824e-12
1.605547169028028165e+01 1.643817743823745861e-09 9.277018853784797738e-12
1.690385484744204803e+01 1.640102235312245049e-09 9.276666192141613453e-12
1.779706720646348472e+01 1.636389947271933479e-09 9.276312838747413106e-12
1.873747757596890295e+01 1.632680767997269291e-09 9.275958724272123126e-12
1.972757993420555422e+01 1.628974528080815999e-09 9.275603594817113510e-12
2.077000004310054493e+01 1.625271224009378932e-09 9.275248032343714482e-12
2.186750241180909526e+01 1.621570615457910194e-09 9.274891626175071051e-12
2.302299762822214291e+01 1.617872531240628662e-09 9.274534185832364765e-12
2.423955007787602156e+01 1.614176856312262540e-09 9.274176104189438107e-12
2.552038607073561138e+01 1.610483378776505542e-09 9.273817321739786997e-12
2.686890239740236197e+01 1.606791837795506094e-09 9.273457463838020478e-12
2.828867533743871121e+01 1.603102057080902832e-09 9.273096940802488291e-12
2.978347014369964896e+01 1.599413729638905503e-09 9.272735410118428377e-12
3.135725102782290108e+01 1.595726600851653559e-09 9.272373212672233137e-12
3.301419167336024429e+01 1.592040290151247560e-09 9.272009894752153878e-12
3.475868630443016372e+01 1.588354588000788393e-09 9.271646201668745814e-12
3.659536133924710555e+01 1.584668917810271369e-09 9.271281258165715735e-12
