# k  Ps  Pt
9.944381035006501224e-02 2.009819134241401725e-09 8.322890363146615424e-12
1.051822642571308697e-01 2.005539965650596818e-09 8.322638869125123298e-12
1.112518584647101266e-01 2.001265185060370549e-09 8.322386241874530020e-12
1.176717015864469501e-01 1.996995336744073959e-09 8.322134778750674926e-12
1.244620049079186164e-01 1.992729844773486139e-09 8.321882058094304041e-12
1.316441460168612243e-01 1.988468762303007432e-09 8.321628311546856289e-12
1.392407361052086512e-01 1.984212200014836306e-09 8.321373974500071895e-12
1.472756911548283310e-01 1.979960175544423716e-09 8.321119164434923593e-12
1.557743072310646959e-01 1.975712829529457468e-09 8.320864444367877350e-12
1.647633401211343052e-01 1.971470026708211949e-09 8.320609252292214005e-12
1.742710895680934791e-01 1.967231585424938364e-09 8.320352783499516034e-12
1.843274883655678931e-01 1.962997735778980680e-09 8.320096084862403172e-12
1.949641965937372323e-01 1.958768459476279709e-09 8.319839004843220890e-12
2.062147012932542545e-01 1.954543609417282182e-09 8.319580920752052442e-12
2.181144218908964705e-01 1.950323326156688596e-09 8.319322484456395761e-12
2.307008217088558633e-01 1.946107531401701773e-09 8.319063314204838821e-12
2.440135259087271302e-01 1.941896359712110957e-09 8.318803992484955428e-12
2.580944462415121765e-01 1.937689745671010316e-09 8.318544256209415288e-12
2.729879129963853068e-01 1.933487510419498012e-09 8.318283299189221898e-12
2.887408145636256029e-01 1.929289806932144112e-09 8.318021799356226051e-12
3.054027450510967689e-01 1.925096804522929409e-09 8.317760496966734932e-12
3.230261604190091673e-01 1.920908121043006549e-09 8.317497697156623125e-12
3.416665436245158727e-01 1.916724167280417647e-09 8.317235221214089131e-12
3.613825792960567163e-01 1.912544564787520526e-09 8.316971405726682707e-12
3.822363384873714853e-01 1.908369693978837348e-09 8.316707914954547818e-12
4.042934740928351700e-01 1.904199196228258915e-09 8.316443172105339071e-12
4.276234275393318018e-01 1.900033160513590774e-09 8.316177547055300443e-12
4.522996474053821436e-01 1.895871789395079821e-09 8.315911950709015529e-12
4.783998206557957822e-01 1.891714849991971561e-09 8.315645350440968203e-12
5.060061172198333512e-01 1.887562608755812297e-09 8.315378923505663328e-12
5.352054486828752289e-01 1.883414809412714934e-09 8.315111527999209650e-12
5.660897419060102465e-01 1.879271547618918775e-09 8.314843595432141644e-12
5.987562284349868813e-01 1.875132760238812634e-09 8.314574841804883529e-12
6.333077506096456144e-01 1.870998526602240778e-09 8.314305601897544879e-12
6.698530853375457284e-01 1.866868819022566064e-09 8.314035760253204145e-12
7.085072865511148343e-01 1.862743701040309965e-09 8.313765596947143648e-12
7.493920474264436082e-01 1.858622976764353970e-09 8.313494225527547326e-12
7.926360835041044162e-01 1.854506833052076412e-09 8.313222510636827601e-12
8.383755379181478951e-01 1.850395291014808593e-09 8.312950496351923796e-12
8.867544100090218873e-01 1.846288283507530172e-09 8.312677951679137572e-12
9.379250086698254218e-01 1.842185740106301054e-09 8.312404490306538766e-12
9.920484318531237466e-01 1.838087666704973768e-09 8.312130147323200048e-12
1.049295073747938067e+00 1.833994191159269065e-09 8.311855516660215550e-12
1.109845161223643739e+00 1.829905254921927177e-09 8.311580327379129969e-12
1.173889321229605320e+00 1.825820806763221892e-09 8.311304350889910654e-12
1.241629180936905774e+00 1.821740940969009008e-09 8.311027986597454700e-12
1.313278002511549136e+00 1.817665492776405835e-09 8.310750505108278299e-12
1.389061354517542091e+00 1.813594752560967311e-09 8.310473232203420851e-12
1.469217822063642265e+00 1.809528388954055261e-09 8.310194625075664407e-12
1.553999757929462877e+00 1.805466614241498837e-09 8.309915686381052562e-12
1.643674077035676806e+00 1.801409485110103083e-09 8.309636673556091033e-12
1.738523096759529762e+00 1.797356762484069212e-09 8.309356454548071670e-12
1.838845425741140627e+00 1.793308554687257443e-09 8.309075524813309429e-12
1.944956903978833918e+00 1.789264785437681939e-09 8.308793558913604385e-12
2.057191597173139375e+00 1.785225803060491082e-09 8.308512170949246204e-12
2.175902848449863480e+00 1.781191094345322058e-09 8.308228926128393320e-12
2.301464390773396484e+00 1.777161139490578343e-09 8.307946125223220162e-12
2.434271523552355987e+00 1.773135490781209957e-09 8.307661612052174076e-12
2.574742357141837079e+00 1.769114573813595853e-09 8.307377428064706409e-12
2.723319129160299390e+00 1.765098134424112411e-09 8.307092353081559632e-12
2.880469596765115714e+00 1.761086169408972074e-09 8.306806380587620134e-12
3.046688509270111478e+00 1.757078781092604507e-09 8.306519964414574565e-12
3.222499165741226967e+00 1.753075796192682870e-09 8.306232303722598265e-12
3.408455062473943808e+00 1.749077502614192400e-09 8.305944765661724590e-12
3.605141635539268474e+00 1.745083609618186963e-09 8.305655954329322424e-12
3.813178103884157455e+00 1.741094399195036206e-09 8.305367217564501135e-12
4.033219418788954513e+00 1.737109618026423546e-09 8.305077341481803987e-12
4.265958325819267039e+00 1.733129408120565876e-09 8.304787020580018252e-12
4.512127545763704894e+00 1.729153725518925262e-09 8.304496005078346648e-12
4.772502081423779963e+00 1.725182529917429314e-09 8.304204122423179775e-12
5.047901657518249152e+00 1.721215887796258986e-09 8.303911681759306439e-12
5.339193301383255097e+00 1.717253771140888945e-09 8.303618534807948852e-12
5.647294072593125769e+00 1.713296161561287405e-09 8.303324623351330941e-12
5.973173950095237217e+00 1.709343128552440027e-09 8.303030249449140682e-12
6.317858885948410830e+00 1.705394577883125464e-09 8.302734982228302584e-12
6.682434035278842721e+00 1.701450632311935760e-09 8.302439397125607925e-12
7.068047172622099694e+00 1.697511058985078371e-09 8.302142338366556651e-12
7.475912305406924752e+00 1.693576235564006625e-09 8.301845694621570434e-12
7.907313495956908689e+00 1.689645751707956471e-09 8.301547400370195249e-12
8.363608904042502346e+00 1.685719890533214449e-09 8.301248883508834721e-12
8.846235062710636754e+00 1.681798621130523643e-09 8.300949982999519585e-12
