# f_hz  Omega_gw
5.836392560928420772e-11 1.988944694399558540e-23
6.173188334421049141e-11 1.978030702821513660e-23
6.529419297006629677e-11 1.967157101044925031e-23
6.906206978718571000e-11 1.956323815208207561e-23
7.304737628776065759e-11 1.945530767201367951e-23
7.726265950279681437e-11 1.934777880825075524e-23
8.172119050421400918e-11 1.924065078393430070e-23
8.643700618646601785e-11 1.913392280852955080e-23
9.142495345921163283e-11 1.902759408921359662e-23
9.670073599018048513e-11 1.892166389194151168e-23
1.022809636453840092e-10 1.881613149893198923e-23
1.081832047823370412e-10 1.871099613703546709e-23
1.144260415609138310e-10 1.860625699916676925e-23
1.210291284459874377e-10 1.850191330443016371e-23
1.280132540860245448e-10 1.839796430903670459e-23
1.354004067624635079e-10 1.829440926664292337e-23
1.432138436159165040e-10 1.819124743259018465e-23
1.514781638671578212e-10 1.808847802160939731e-23
1.602193862634051046e-10 1.798610026134672069e-23
1.694650309937372782e-10 1.788411337345760406e-23
1.792442063315258253e-10 1.778251658384735840e-23
1.895877002766787108e-10 1.768130913940981393e-23
2.005280774861943520e-10 1.758049029712774267e-23
2.120997817982170314e-10 1.748005929554719874e-23
2.243392446723488687e-10 1.738001539948662025e-23
2.372849998876486307e-10 1.728035781987768600e-23
2.509778048593964486e-10 1.718108579641742660e-23
2.654607689565983032e-10 1.708219856174093460e-23
2.807794892241837249e-10 1.698369532953183275e-23
2.969821939372267156e-10 1.688557533008483666e-23
3.141198944391113100e-10 1.678783778943259570e-23
3.322465457417121553e-10 1.669048194709157865e-23
3.514192163931745320e-10 1.659350704062847066e-23
3.716982681481313248e-10 1.649691232971829021e-23
3.931475460059759657e-10 1.640069706233636346e-23
4.158345792155358548e-10 1.630486048412486893e-23
4.398307938789286249e-10 1.620940182431965455e-23
4.652117378239956599e-10 1.611432032717009379e-23
4.920573184532305794e-10 1.601961520496721299e-23
5.204520543180850730e-10 1.592528570038908762e-23
5.504853412106292347e-10 1.583133105451183534e-23
5.822517336103712146e-10 1.573775049089915592e-23
6.158512423722560178e-10 1.564454323180294154e-23
6.513896495931311086e-10 1.555170852244908997e-23
6.889788416479054272e-10 1.545924560614201238e-23
7.287371614439865230e-10 1.536715373101810999e-23
7.707897810029233382e-10 1.527543213240503330e-23
8.152690955423478127e-10 1.518408004184726886e-23
8.623151402988235848e-10 1.509309672819065120e-23
9.120760314039873166e-10 1.500248141844455676e-23
9.647084322019048569e-10 1.491223334520735270e-23
1.020378046475866013e-09 1.482235172875133698e-23
1.079260140137338717e-09 1.473283578637287613e-23
1.141540093019654008e-09 1.464368475284461395e-23
1.207413982513511766e-09 1.455489785469996918e-23
1.277089200881922118e-09 1.446647436628707738e-23
1.350785108197939864e-09 1.437841352275114645e-23
1.428733722961008512e-09 1.429071455574577231e-23
1.511180452566029327e-09 1.420337670381812580e-23
1.598384865925084341e-09 1.411639921816005298e-23
1.690621510674092234e-09 1.402978132418411521e-23
1.788180777537420329e-09 1.394352224758940946e-23
1.891369814571542732e-09 1.385762120609127192e-23
2.000513494166305867e-09 1.377207745148944672e-23
2.115955435847993132e-09 1.368689022994166069e-23
2.238059088104549440e-09 1.360205877566387584e-23
2.367208872638648116e-09 1.351758233936235911e-23
2.503811394651341687e-09 1.343346016868019201e-23
2.648296722966380016e-09 1.334969149425133193e-23
2.801119744025739997e-09 1.326627552941135539e-23
2.962761594018859553e-09 1.318321149319544365e-23
3.133731173654726449e-09 1.310049863608329594e-23
3.314566750345447435e-09 1.301813619884276240e-23
3.505837652845872338e-09 1.293612342214251229e-23
3.708146063684139701e-09 1.285445953907026667e-23
3.922128915026730140e-09 1.277314378111786607e-23
4.148459893946352650e-09 1.269217539022131108e-23
4.387851563406391617e-09 1.261155359573894202e-23
4.641057605638941684e-09 1.253127763689393452e-23
4.908875194979841927e-09 1.245134671319285140e-23
5.192147507630603150e-09 1.237176007048222208e-23
5.491766376249354605e-09 1.229251693126587507e-23
5.808675097727702529e-09 1.221361655143513737e-23
6.143871402993941178e-09 1.213505816625132928e-23
6.498410598191816149e-09 1.205684099832699640e-23
6.873408887125032415e-09 1.197896426663383742e-23
7.270046885426838653e-09 1.190142719678990190e-23
7.689573337519279076e-09 1.182422900314925726e-23
8.133309048063384088e-09 1.174736890224055317e-23
8.602651040278753192e-09 1.167084611354383528e-23
9.099076954223228349e-09 1.159465986215068742e-23
9.624149698880942515e-09 1.151880935723644554e-23
1.017952237270389587e-08 1.144329380690548650e-23
1.076694346809967041e-08 1.136811242969578978e-23
1.138826237624948739e-08 1.129326444035735428e-23
1.204543520958882101e-08 1.121874904946182838e-23
1.274053096028026511e-08 1.114456543868928262e-23
1.347573801406894782e-08 1.107071281440800036e-23
1.425337104002669193e-08 1.099719037164458119e-23
1.507587827787766801e-08 1.092399732071344741e-23
1.594584924584669478e-08 1.085113284865898072e-23
1.686602289329879079e-08 1.077859611401157578e-23
1.783929622383516328e-08 1.070638628433590081e-23
1.886873341599602478e-08 1.063450251027615871e-23
1.995757547028292880e-08 1.056294393984145990e-23
2.110925041287489852e-08 1.049170970196862328e-23
2.232738408816049477e-08 1.042079892515585116e-23
2.361581157406675688e-08 1.035021073345946416e-23
2.497858925612146455e-08 1.027994424471830680e-23
2.642000759826462151e-08 1.020999855251341946e-23
2.794460465061273930e-08 1.014037272379825061e-23
2.955718033670601475e-08 1.007106581817260733e-23
3.126281156521572473e-08 1.000207687692197570e-23
3.306686821369211743e-08 9.933404902876546215e-24
3.497503003467094134e-08 9.865048882940213951e-24
3.699330453736838568e-08 9.797007779678142972e-24
3.912804590125780864e-08 9.729280526119420898e-24
4.138597498107845470e-08 9.661866018596317608e-24
4.377420046625393422e-08 9.594763108895341950e-24
4.630024126134194254e-08 9.527970620826685378e-24
4.897205015797092942e-08 9.461487327604204734e-24
5.179803887279615303e-08 9.395311958242115730e-24
5.478710453029678834e-08 9.329443181581698334e-24
5.794865767379670163e-08 9.263879613651688442e-24
6.129265189289011616e-08 9.198619802082881702e-24
6.482961516055567603e-08 9.133662212302041994e-24
6.857068297861105547e-08 9.069005230850958223e-24
7.252763343586838931e-08 9.004647137070738193e-24
7.671292428935676049e-08 8.940586114037431084e-24
8.113973218536392709e-08 8.876820241644491523e-24
8.582199414376878534e-08 8.813347488201209951e-24
9.077445143628038424e-08 8.750165692829800801e-24
9.601269599671574547e-08 8.687272525953161170e-24
1.015532195094423378e-07 8.624665510230320889e-24
1.074134653305195382e-07 8.562342003796925849e-24
1.136118834050160805e-07 8.500299170592579408e-24
1.201679883533879728e-07 8.438533960241881887e-24
1.271024209098050341e-07 8.377043099362460938e-24
1.344370129058394456e-07 8.315823068996956723e-24
1.421948560041210444e-07 8.254870069084832161e-24
1.504003743983393757e-07 8.194180013048191423e-24
1.590794017084923609e-07 8.133748497454188257e-24
1.682592623134523198e-07 8.073570773175293302e-24
1.779688573769385366e-07 8.013641712023959581e-24
1.882387558376977511e-07 7.953955781123251578e-24
1.991012906503941662e-07 7.894507021743881179e-24
2.105906605801822519e-07 7.835288986445771333e-24
2.227430378714629392e-07 7.776294695702445279e-24
2.355966821297723295e-07 7.717516575112630560e-24
2.491920607753717677e-07 7.658946460494907382e-24
2.635719764477528837e-07 7.600575476770279360e-24
2.787817017621482702e-07 7.542393974228418532e-24
2.948691218423421123e-07 7.484391449991086338e-24
3.118848850784892985e-07 7.426556513889908580e-24
3.298825625846027272e-07 7.368876818570254402e-24
3.489188168576939919e-07 7.311339050689607727e-24
3.690535801696097737e-07 7.253929081752907223e-24
3.903502432531595457e-07 7.196632315423670803e-24
4.128758548766124732e-07 7.139434424721978484e-24
4.367013329348393478e-07 7.082322924643263495e-24
4.619016877217447094e-07 7.025290073114347497e-24
4.885562580868720236e-07 6.968338041547837572e-24
5.167489612197224720e-07 6.911487912286788737e-24
5.465685568481261024e-07 6.854795100169472294e-24
5.781089266825245392e-07 6.798375418645852157e-24
6.114693699858845663e-07 6.742448297470915742e-24
6.467549161998434840e-07 6.687408369228367279e-24
6.840766556112575785e-07 6.633942349465185998e-24
7.235520891002952635e-07 6.583218903224965377e-24
7.653054980711167170e-07 6.537195930854605537e-24
8.094683357298675948e-07 6.499114351275775088e-24
8.561796409417574875e-07 6.474287808721914739e-24
9.055864759703028393e-07 6.471363840646719343e-24
9.578443894767784800e-07 6.504328977318637386e-24
1.013117906237633435e-06 6.595688693166152311e-24
1.071581045121536307e-06 6.781494373779005908e-24
1.133417866956964095e-06 7.119293837066584793e-24
1.198823054015073002e-06 7.700620114450145336e-24
1.268002522932354591e-06 8.670717554452950108e-24
1.341174073002604245e-06 1.025938612125526572e-23
1.418568071879423666e-06 1.282947921380983235e-23
1.500428180847916838e-06 1.695296068461255332e-23
1.587012121949100244e-06 2.352944156556358327e-23
1.678592489371986669e-06 3.397214930273428574e-23
1.775457607668111259e-06 5.049849979514218845e-23
1.877912439490243154e-06 7.658215741285874809e-23
1.986279545713292546e-06 1.176599285209641637e-22
2.100900100959953045e-06 1.822313616770875567e-22
2.222134967728577691e-06 2.835744068027321919e-22
2.350365832504746209e-06 4.424096906757806523e-22
2.485996407433579003e-06 6.910450631767554753e-22
2.629453701335738511e-06 1.079828006908635232e-21
2.781189364069081155e-06 1.687142613486447434e-21
2.941681108468119757e-06 2.634947288459165389e-21
3.111434214338293308e-06 4.112866215421180641e-21
3.290983119239713061e-06 6.415501071434915405e-21
3.480893101069174914e-06 1.000020577186319925e-20
3.681762057737346368e-06 1.557648107937793528e-20
3.894222389544466561e-06 2.424407504775570475e-20
4.118942990180401874e-06 3.770636731242724224e-20
4.356631352617964053e-06 5.859878634878037342e-20
4.608035796529046202e-06 9.099523607663505074e-20
4.873947824236593123e-06 1.411865767557480422e-19
5.155204612619132380e-06 2.188760341976614889e-19
5.452691648813907706e-06 3.390099856097457541e-19
5.767345518016062264e-06 5.245725589905530209e-19
6.100156852151282864e-06 8.108636069136927109e-19
6.452173448704518025e-06 1.251999408471932197e-18
6.824503569524794695e-06 1.930778019756204504e-18
7.218319429991063336e-06 2.973586688130061011e-18
7.634860889524755815e-06 4.572917341542553510e-18
8.075439355067015067e-06 7.021132903093295391e-18
8.541441909811202138e-06 1.076087141650225359e-17
9.034335680188288533e-06 1.646022074451359560e-17
9.555672454854631756e-06 2.512374664711211051e-17
