# f_hz  Omega_gw
3.164953784714209808e-13 2.502889368527927579e-09
3.347589284653397033e-13 2.757826672218437224e-09
3.540763872398268845e-13 3.037932694499016184e-09
3.745085712143691747e-13 3.335682935891388180e-09
3.961198062553330245e-13 3.640300523944951906e-09
4.189781301906348580e-13 3.938271499493491617e-09
4.431555070106440023e-13 4.214333509051774725e-09
4.687280534296752472e-13 4.452856946793457647e-09
4.957762785213352360e-13 4.639440122061353499e-09
5.243853371821733026e-13 4.762467914499084146e-09
5.546452982216023528e-13 4.814365827143576214e-09
5.866514279220931065e-13 4.792328796956234836e-09
6.205044899623845053e-13 4.698408957039289423e-09
6.563110626479391774e-13 4.538989050561038523e-09
6.941838744473535766e-13 4.323787744026446264e-09
7.342421588911051417e-13 4.064619818153438806e-09
7.766120299499376604e-13 3.774138550797815608e-09
8.214268790746623928e-13 3.464739540150716639e-09
8.688277951473843031e-13 3.147728215080090373e-09
9.189640086662596415e-13 2.832780642310787120e-09
9.719933615621780267e-13 2.527676103105632342e-09
1.028082804126503575e-12 2.238252189196744589e-09
1.087408920614324838e-12 1.968523132369891714e-09
1.150158485177923028e-12 1.720902370155862679e-09
1.216529049880727588e-12 1.496477625283507939e-09
1.286729566642956778e-12 1.295297790209468955e-09
1.360981045076974730e-12 1.116643564987457297e-09
1.439517248283438405e-12 9.592653574050007737e-10
1.522585428798772298e-12 8.215810758279871152e-10
1.610447107010890664e-12 7.018327372629294047e-10
1.703378894493878845e-12 5.982047106653701821e-10
1.801673364853685946e-12 5.089085511665819234e-10
1.905639974826438617e-12 4.322402304927393823e-10
2.015606038529305776e-12 3.666155986808222492e-10
2.131917757931074741e-12 3.105893984908298843e-10
2.254941312786594285e-12 2.628623780838668344e-10
2.385064013466559567e-12 2.222801756747104537e-10
2.522695520312010814e-12 1.878268259276408013e-10
2.668269133352346576e-12 1.586150216020624320e-10
2.822243156447313578e-12 1.338746771221855923e-10
2.985102340147605221e-12 1.129408763298542715e-10
3.157359407816517763e-12 9.524193127048181327e-11
3.339556669817395251e-12 8.028801399070137071e-11
3.532267730848709114e-12 6.766063126863335135e-11
3.736099295801834030e-12 5.700307625429598245e-11
3.951693079826962235e-12 4.801189739871169925e-11
4.179727828620487913e-12 4.042936430827840515e-11
4.420921455294168105e-12 3.403687314198607949e-11
4.676033300553683223e-12 2.864921478381395111e-11
4.945866523301997547e-12 2.410962087880294965e-11
5.231270629193952058e-12 2.028550135965583875e-11
5.533144145102588287e-12 1.706479027961268281e-11
5.852437447917008355e-12 1.435282234209539257e-11
6.190155756577751864e-12 1.206966970131580044e-11
6.547362296769334034e-12 1.014787561868369173e-11
6.925181648233081148e-12 8.530528998810123540e-12
7.324803285238734915e-12 7.169630744786894971e-12
7.747485321360971433e-12 6.024709301523717663e-12
8.194558470350392028e-12 5.061648496658934190e-12
8.667430235569070544e-12 4.251695824450999017e-12
9.167589341179558402e-12 3.570624009119263440e-12
9.696610419038577242e-12 2.998022529081182749e-12
1.025615896605047487e-11 2.516699264623200924e-12
1.084799658758767051e-11 2.112175296649255024e-12
1.147398654348569185e-11 1.772258606526510531e-12
1.213609961407330695e-11 1.486684312493521039e-12
1.283642030470487500e-11 1.246811270380713817e-12
1.357715340832932558e-11 1.045366251636067805e-12
1.436063094675574444e-11 8.762282045867010115e-13
1.518931951246879399e-11 7.342464765643271909e-13
1.606582803410778572e-11 6.150875637461158504e-13
1.699291599005758708e-11 5.151060290872751429e-13
1.797350209600889808e-11 4.312357000633118608e-13
1.901067349383991996e-11 3.608980364400876844e-13
2.010769547074743928e-11 3.019249354429996883e-13
2.126802173922610973e-11 2.524936910846798037e-13
2.249530531025983851e-11 2.110722430327565690e-13
2.379340999395743925e-11 1.763730396508230696e-13
2.516642256383825341e-11 1.473142149201706944e-13
2.661866562306588897e-11 1.229868850575749697e-13
2.815471121313496249e-11 1.026276375130776475e-13
2.977939520785518434e-11 8.559536764754561586e-14
3.149783253794844250e-11 7.135178977756068725e-14
3.331543329419091557e-11 5.944504439117221504e-14
3.523791975979490617e-11 4.949590050402045189e-14
3.727134442565562538e-11 4.118615697199629933e-14
3.942210904517752308e-11 3.424888291749211490e-14
4.169698478867066276e-11 2.846021317658457510e-14
4.410313356076802006e-11 2.363244901044826730e-14
4.664813054797772777e-11 1.960825851480996017e-14
4.933998806735306559e-11 1.625580142095345845e-14
5.218718079136570523e-11 1.346463210223327080e-14
5.519867242839397304e-11 1.114225697826658967e-14
5.838394394282447312e-11 9.211242142203266199e-15
6.175302340361074726e-11 7.606784012946097479e-15
6.531651755526174904e-11 6.274668958420810955e-15
6.908564521064996071e-11 5.169560140087626972e-15
7.307227257077355002e-11 4.253559329908836630e-15
7.728895058266461485e-11 3.494999813180146236e-15
8.174895445305752883e-11 2.867433523126243827e-15
8.646632544221625283e-11 2.348781312549977136e-15
9.145591506950036198e-11 1.920620299023176007e-15
9.673343186983566223e-11 1.567586330323101421e-15
1.023154908482975217e-10 1.276873100233695126e-15
1.082196657884979339e-10 1.037812425947861296e-15
1.144645445794591323e-10 8.415226267492003866e-16
1.210697877351556465e-10 6.806140649911389103e-16
1.280561902909636039e-10 5.489426354428005642e-16
1.354457472718753088e-10 4.414034641938978012e-16
1.432617229386004229e-10 3.537583287081323500e-16
1.515287240295510073e-10 2.824913416797326055e-16
1.602727772292988342e-10 2.246883204910049398e-16
1.695214111073938090e-10 1.779359979014764044e-16
1.793037427855137341e-10 1.402378493052169991e-16
1.896505696057848924e-10 1.099438313942772664e-16
2.005944660888837186e-10 8.569176316037875613e-17
2.121698864871584588e-10 6.635844662176348727e-17
2.244132732556381775e-10 5.101893298381681417e-17
2.373631717824294661e-10 3.891259866192258361e-17
2.510603517396874048e-10 2.941491188209627525e-17
2.655479354372251637e-10 2.201395295465547701e-17
2.808715335828378781e-10 1.629090376407228267e-17
2.970793888767564471e-10 1.190385001403715121e-17
3.142225278923013303e-10 8.574346680051533082e-18
3.323549217209043297e-10 6.076286679418641592e-18
3.515336558872320864e-10 4.226687694772080122e-18
3.718191100693733941e-10 2.878074286543756847e-18
3.932751481898781481e-10 1.912184620607874889e-18
4.159693194761113444e-10 1.234774287654691063e-18
4.399730711229106146e-10 7.713257636399327904e-19
4.653619732270746274e-10 4.635022896128164076e-19
4.922159567018089823e-10 2.662110986321808932e-19
5.206195649201822750e-10 1.451719010107572333e-19
